school_year,num_of_sems,country,university,department
2010,1,US,The California State University (CSU),Department of Foreign Languages and Literatures
2010,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2010,1,UK,University of Manchester,Department of Foreign Languages and Literatures
2010,2,Canada,Queen's University,Department of Foreign Languages and Literatures
2010,2,Japan,Tokyo Gakugei University,Department of Foreign Languages and Literatures
2010,2,Spain,Autonomous University of Barcelona,Department of Foreign Languages and Literatures
2010,2,Canada,Queen's University,Department of Chinese Literature
2010,1,China,Peking University,Department of Chinese Literature
2010,2,UK,University of Sussex,Department of Political Science
2010,2,Singapore,Singapore Management University,Department of Electrical Engineering
2010,2,Japan,Osaka University,Department of Japanese Language and Literature
2010,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2010,1,Japan,Ochanomizu University,Department of Japanese Language and Literature
2010,1,UK,University of Manchester,Department of Finance
2010,2,Japan,University of Tsukuba,Department of International Business
2010,1,Japan,Tohoku University,Department of Japanese Language and Literature
2010,1,Japan,Kobe University,Department of Electrical Engineering
2010,2,France,University of Paris Ouest - Nanterre La Défense,Department of Chinese Literature
2010,1,Netherlands,Maastricht University,Department of Business Administration
2010,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2010,2,Japan,Waseda University,Department of Foreign Languages and Literatures
2010,1,Switzerland,University of St. Gallen,Department of International Business
2010,1,US,The California State University (CSU),Department of Library and Information Science
2010,1,Germany,University of Bonn,Department of Finance
2010,2,France,EPF - Graduate School of Engineering,Department of Mechanical Engineering
2010,1,Japan,University of Tsukuba,Department of International Business
2010,2,Finland,University of Helsinki,Department of Law
2010,2,US,Hawai‘i Pacific University (HPU),Department of Foreign Languages and Literatures
2010,2,Switzerland,University of St. Gallen,Department of Law
2010,2,US,University of California,Department of Finance
2010,2,Germany,Heidelberg University,Department of Political Science
2010,2,UK,University of Edinburgh,Department of Foreign Languages and Literatures
2010,2,Australia,Griffith University,Department of History
2009,2,Japan,Doshisha University,Department of Japanese Language and Literature
2009,2,Japan,Doshisha University,Department of Japanese Language and Literature
2009,2,US,"University of California, Santa Barbara",Department of Mechanical Engineering
2009,1,Hong Kong,The Chinese University of Hong Kong,Department of Sociology
2009,2,US,"University of California, Santa Barbara",Department of Electrical Engineering
2009,2,Hong Kong,City University of Hong Kong,Department of Finance
2009,2,US,University of California,Department of Economics
2009,1,Germany,Technical University of Munich,Department of Physics
2009,2,US,University of Oregon,Department of Finance
2009,1,China,Peking University,Department of Foreign Languages and Literatures
2009,2,Japan,Kyoto University,Department of Economics
2009,2,US,University of Illinois at Chicago (UIC),Department of International Business
2009,2,France,Sorbonne University ( University Pierre and Marie CURIE ),Department of Atmospheric Sciences
2009,2,Japan,Tokyo University of Foreign Studies,Department of Foreign Languages and Literatures
2009,2,US,The California State University (CSU),Department of Business Administration
2009,2,US,University of Hawai‘i at Hilo (UH Hilo),Department of Finance
2009,2,Japan,Akita International University,Department of Japanese Language and Literature
2009,1,China,Peking University,Department of International Business
2009,2,Germany,Free University of Berlin,Department of Foreign Languages and Literatures
2009,2,Netherlands,University of Groningen,Department of Finance
2009,2,South Korea,Ewha Womans University,Department of Foreign Languages and Literatures
2009,1,Australia,Griffith University,Department of Sociology
2009,2,US,University of California,Department of Biochemical Science and Technology
2009,1,South Korea,Seoul National University,Department of International Business
2009,2,Germany,University of Bonn,Department of Psychology
2009,2,US,"University of California, Santa Barbara",Department of Computer Science and Information Engineering
2009,1,China,Peking University,Department of International Business
2009,2,Germany,University of Hamburg,Department of Economics
2009,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2009,2,Japan,University of Tsukuba,Department of Political Science
2009,2,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2009,2,Singapore,National University of Singapore,Department of Electrical Engineering
2009,1,South Korea,Pohang University of Science and Technology (POSTECH),Department of Finance
2009,2,Singapore,Singapore Management University,Department of Business Administration
2009,2,Australia,The University of New South Wales,Department of Animal Science and Technology
2009,2,Hong Kong,The Chinese University of Hong Kong,Department of Japanese Language and Literature
2009,2,Germany,University of Tubingen,Department of International Business
2009,2,Iceland,University of Iceland,Department of Forestry and Resource Conservation
2009,2,US,University of California,Department of Business Administration
2009,2,UK,University of Sussex,Department of Foreign Languages and Literatures
2009,2,US,University of California,Department of Foreign Languages and Literatures
2009,2,US,University of Hawai‘i at Hilo (UH Hilo),Department of Biochemical Science and Technology
2009,1,Singapore,Nanyang Technological University,Department of Biochemical Science and Technology
2009,2,Japan,University of Tsukuba,Department of Computer Science and Information Engineering
2009,2,US,University of Washington,Department of Finance
2009,2,US,University of California,Department of Finance
2009,2,US,University of California,Department of Finance
2009,2,US,State University of New York at Albany,Department of Business Administration
2009,2,Germany,University of Bonn,Department of Medicine
2009,2,Finland,University of Helsinki,Department of Finance
2009,1,China,Tsinghua University,Department of Philosophy
2009,2,Sweden,Umeå University,Department of History
2009,2,US,University of California,Department of Biochemical Science and Technology
2009,1,China,Peking University,Department of International Business
2009,1,China,Fudan University,Department of International Business
2009,2,Japan,University of Tsukuba,Department of International Business
2009,1,Australia,The University of Melbourne,Department of International Business
2009,2,Australia,The University of New South Wales,Department of Finance
2009,2,Netherlands,Utrecht University,Department of Finance
2009,1,US,University of California,Department of Finance
2009,2,UK,University of Manchester,Department of Finance
2009,2,Canada,University of Toronto,Department of Business Administration
2009,2,Germany,Ulm University,Department of Agricultural Economics
2009,2,US,North Carolina State University (NC State),Department of Public Health
2009,2,Japan,Tohoku University,Department of Physics
2009,2,Sweden,Lund University,Department of Social Work
2009,2,US,University of California,Department of Economics
2009,2,Austria,Johannes Kepler University of Linz,Department of Political Science
2009,2,Netherlands,Maastricht University,Department of Psychology
2009,2,Netherlands,Maastricht University,Department of Chemistry
2009,2,Japan,Nagoya University,Department of History
2009,2,UK,University of Southampton,Department of Foreign Languages and Literatures
2009,2,US,University of California,Department of Foreign Languages and Literatures
2009,1,US,University of California,Department of Foreign Languages and Literatures
2009,2,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2009,2,US,University of Pennsylvania,Department of Foreign Languages and Literatures
2009,2,US,The California State University (CSU),Department of Foreign Languages and Literatures
2009,2,US,University of California,Department of Life Science
2009,2,Japan,Keio University,Department of Electrical Engineering
2009,2,US,University of Oregon,Department of Electrical Engineering
2009,2,Iceland,University of Iceland,Department of Life Science
2009,2,Netherlands,Utrecht University,Department of International Business
2009,2,Japan,Nagoya University,Department of International Business
2009,2,Netherlands,University of Groningen,Department of International Business
2009,2,Spain,Autonomous University of Barcelona,Department of International Business
2009,1,Hong Kong,City University of Hong Kong,Department of International Business
2009,2,Japan,Tokyo University of Foreign Studies,Department of International Business
2009,2,Netherlands,University of Groningen,Department of Finance
2009,1,US,The California State University (CSU),Department of Finance
2009,2,China,Tsinghua University,Department of Finance
2009,1,China,Fudan University,Department of Business Administration
2009,2,Singapore,Singapore Management University,Department of Finance
2009,2,China,Fudan University,Department of Business Administration
2009,2,US,The California State University (CSU),Department of Agricultural Economics
2009,1,US,The California State University (CSU),Department of Forestry and Resource Conservation
2009,2,Sweden,Uppsala University,Department of Chemical Engineering
2009,2,Norway,University of Oslo,Department of Mechanical Engineering
2009,2,Netherlands,Maastricht University,Department of Sociology
2009,2,Japan,Kansai University,Department of Economics
2009,1,Hong Kong,City University of Hong Kong,Department of Economics
2009,2,Japan,Akita International University,Department of Economics
2009,2,Hong Kong,The Chinese University of Hong Kong,Department of Economics
2009,2,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Political Science
2009,2,US,University of California,Department of Political Science
2009,1,Singapore,Singapore Management University,Department of Political Science
2009,2,Germany,University of Hamburg,Department of Economics
2009,2,Netherlands,Maastricht University,Department of Psychology
2009,2,Germany,Heidelberg University,Department of Physics
2009,2,Japan,Meiji University,Department of Japanese Language and Literature
2009,2,Japan,Kobe University,Department of Japanese Language and Literature
2009,2,Japan,Ochanomizu University,Department of Japanese Language and Literature
2009,2,Japan,Tohoku University,Department of Japanese Language and Literature
2009,2,Japan,Kobe University,Department of Japanese Language and Literature
2009,2,Japan,Kyushu University,Department of Japanese Language and Literature
2009,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2009,2,Japan,Soka University,Department of Japanese Language and Literature
2009,2,Japan,Waseda University,Department of Japanese Language and Literature
2009,2,Austria,Johannes Kepler University of Linz,Department of Library and Information Science
2009,2,Japan,Hokkaido University,Department of Anthropology
2009,2,Austria,Johannes Kepler University of Linz,Department of History
2009,1,France,University of Technology of Troyes (UTT),Department of Foreign Languages and Literatures
2009,2,US,University of California,Department of Foreign Languages and Literatures
2009,2,US,The University of Utah (U of U),Department of Foreign Languages and Literatures
2009,2,UK,University of Sussex,Department of Foreign Languages and Literatures
2009,1,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2009,2,France,University of Technology of Troyes (UTT),Department of Foreign Languages and Literatures
2009,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2009,2,Japan,Tokyo Gakugei University,Department of Foreign Languages and Literatures
2009,2,Denmark,University of Copenhagen,Department of Law
2009,2,US,University of California,Department of Business Administration
2009,2,Belgium,Université Libre de Bruxelles,Department of Foreign Languages and Literatures
2009,2,US,University of California,Department of Finance
2009,2,China,Tsinghua University,Department of International Business
2009,2,Switzerland,University of St. Gallen,Department of Foreign Languages and Literatures
2009,2,Japan,Kansai University,Department of Japanese Language and Literature
2009,2,US,University of California,Department of Foreign Languages and Literatures
2009,1,Sweden,Stockholm University,Department of Information Management
2009,1,Hong Kong,City University of Hong Kong,Department of Economics
2009,2,Australia,Deakin University,Department of History
2009,2,Germany,Ulm University,Department of International Business
2009,2,Sweden,Umeå University,Department of Library and Information Science
2009,1,Netherlands,Maastricht University,Department of International Business
2009,1,US,University of California,Department of Finance
2009,1,US,University of California,Department of Finance
2009,2,Sweden,Stockholm University,Department of International Business
2009,2,Netherlands,Maastricht University,Department of International Business
2009,2,US,University of California,Department of International Business
2009,2,Germany,Technical University of Munich,Department of Chemistry
2009,2,Denmark,University of Copenhagen,Department of Finance
2008,2,Japan,Kyushu University,Department of Business Administration
2008,2,Japan,Kyushu University,Department of Japanese Language and Literature
2008,2,Spain,Autonomous University of Barcelona,Department of Political Science
2008,2,Spain,Autonomous University of Barcelona,Department of Political Science
2008,2,Spain,Autonomous University of Barcelona,Department of Finance
2008,2,Spain,Autonomous University of Barcelona,Department of Philosophy
2008,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Foreign Languages and Literatures
2008,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of Political Science
2008,2,Belgium,Université Libre de Bruxelles,Department of Foreign Languages and Literatures
2008,2,Belgium,Université Libre de Bruxelles,Department of Foreign Languages and Literatures
2008,2,US,University of California,Department of Physics
2008,2,US,University of California,Department of Foreign Languages and Literatures
2008,2,US,University of California,Department of Psychology
2008,2,US,University of California,Department of Electrical Engineering
2008,2,US,University of California,Department of Accounting
2008,2,US,University of California,Department of Medicine
2008,2,US,University of California,Department of Mathematics
2008,2,US,The California State University (CSU),Department of Foreign Languages and Literatures
2008,2,US,The California State University (CSU),Department of Biochemical Science and Technology
2008,2,US,The California State University (CSU),Department of Electrical Engineering
2008,2,Japan,Hokkaido University,Department of Political Science
2008,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2008,2,Japan,Hokkaido University,Department of Agricultural Chemistry
2008,2,Australia,Deakin University,Department of International Business
2008,2,Japan,Waseda University,Department of Japanese Language and Literature
2008,2,Japan,Waseda University,Department of Occupational Therapy
2008,2,US,Arizona State University,Department of Life Science
2008,2,US,Arizona State University,Department of Agronomy
2008,2,Japan,Kyoto University,Department of Japanese Language and Literature
2008,2,Japan,Kyoto University,Department of Japanese Language and Literature
2008,2,France,University Jean Moulin - Lyon 3,Department of Political Science
2008,2,France,University Jean Moulin - Lyon 3,Department of Finance
2008,2,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2008,2,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2008,2,Japan,Meiji University,Department of Japanese Language and Literature
2008,2,Japan,Tohoku University,Department of Japanese Language and Literature
2008,2,Japan,Tohoku University,Department of Civil Engineering
2008,2,Japan,Tohoku University,Department of Japanese Language and Literature
2008,2,Japan,Tokyo University of Foreign Studies,Department of International Business
2008,2,Japan,Tokyo University of Foreign Studies,Department of Japanese Language and Literature
2008,2,Japan,Tokyo Gakugei University,Department of Library and Information Science
2008,2,Japan,Tokyo Gakugei University,Department of Chemical Engineering
2008,2,Austria,Johannes Kepler University of Linz,Department of Social Work
2008,2,Austria,Johannes Kepler University of Linz,Department of Law
2008,2,Austria,Johannes Kepler University of Linz,Department of Materials Science and Engineering
2008,2,Austria,Johannes Kepler University of Linz,Department of Philosophy
2008,2,Germany,University of Bonn,Department of Medicine
2008,2,Germany,University of Bonn,Department of Foreign Languages and Literatures
2008,1,Singapore,Nanyang Technological University,Department of Finance
2008,2,Germany,Free University of Berlin,Department of Foreign Languages and Literatures
2008,2,Germany,Free University of Berlin,Department of Atmospheric Sciences
2008,2,South Korea,Seoul National University,Department of International Business
2008,1,Hong Kong,The Chinese University of Hong Kong,Department of History
2008,1,Hong Kong,The Chinese University of Hong Kong,Department of International Business
2008,1,Hong Kong,City University of Hong Kong,Department of International Business
2008,2,Hong Kong,City University of Hong Kong,Department of Economics
2008,1,South Korea,Pohang University of Science and Technology (POSTECH),Department of Physics
2008,2,Germany,Heidelberg University,Department of Economics
2008,2,Germany,Heidelberg University,Department of Agricultural Economics
2008,2,Germany,Heidelberg University,Department of Economics
2008,2,Netherlands,Utrecht University,Department of Foreign Languages and Literatures
2008,2,Netherlands,Utrecht University,Department of Horticultural Science
2008,2,France,University of Technology of Troyes (UTT),Department of Political Science
2008,2,France,University of Technology of Troyes (UTT),Department of Japanese Language and Literature
2008,2,France,University of Technology of Troyes (UTT),Department of Accounting
2008,2,France,University of Technology of Troyes (UTT),Department of Political Science
2008,2,Japan,University of the Ryukyus,Department of Political Science
2008,2,Japan,University of the Ryukyus,Department of Foreign Languages and Literatures
2008,2,Japan,University of the Ryukyus,Department of Japanese Language and Literature
2008,2,Japan,University of the Ryukyus,Department of Japanese Language and Literature
2008,2,US,State University of New York,Department of Finance
2008,2,Netherlands,Maastricht University,Department of Anthropology
2008,2,Netherlands,Maastricht University,Department of Psychology
2008,2,Netherlands,Maastricht University,Department of Psychology
2008,2,Netherlands,Maastricht University,Department of International Business
2008,1,Netherlands,Maastricht University,Department of Finance
2008,2,Japan,Akita International University,Department of Japanese Language and Literature
2008,2,Japan,Akita International University,Department of Japanese Language and Literature
2008,2,Japan,Akita International University,Department of Japanese Language and Literature
2008,2,Japan,Akita International University,Department of Japanese Language and Literature
2008,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of Political Science
2008,2,Japan,Soka University,Department of Japanese Language and Literature
2008,2,Sweden,Stockholm University,Department of Foreign Languages and Literatures
2008,2,Sweden,Stockholm University,Department of Social Work
2008,2,Japan,University of Tsukuba,Department of International Business
2008,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2008,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2008,2,Japan,University of Tsukuba,Department of International Business
2008,2,Japan,University of Tsukuba,Department of Japanese Language and Literature
2008,2,Netherlands,Leiden University,Department of Psychology
2008,2,Netherlands,Leiden University,Department of Chinese Literature
2008,2,Sweden,Lund University,Department of Chemical Engineering
2008,2,Norway,University of Oslo,Department of Chemistry
2008,2,Norway,University of Oslo,Department of Finance
2008,2,US,University of Oregon,Department of Foreign Languages and Literatures
2008,2,US,University of Oregon,Department of Economics
2008,2,Singapore,Singapore Management University,Department of Economics
2008,2,Singapore,Singapore Management University,Department of Accounting
2008,2,Singapore,Singapore Management University,Department of Chinese Literature
2008,2,Netherlands,University of Groningen,Department of Horticultural Science
2008,2,Netherlands,University of Groningen,Department of Nursing
2008,2,Netherlands,University of Groningen,Department of Chemical Engineering
2008,2,Finland,University of Helsinki,Department of Political Science
2008,2,Japan,Keio University,Department of Library and Information Science
2008,2,Japan,Keio University,Department of Library and Information Science
2008,2,Australia,The Australian National University,Department of Political Science
2008,2,Sweden,Umeå University,Department of Finance
2008,2,Sweden,Umeå University,Department of Economics
2008,2,Sweden,Umeå University,Department of Finance
2008,2,Japan,Kansai University,Department of Japanese Language and Literature
2008,1,Japan,Kansai University,Department of Physics
2008,2,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Economics
2008,2,Germany,Friedrich-Alexander - University Erlangen-Nurnberg,Department of Political Science
2008,2,Germany,University of Tubingen,Department of Medicine
2007,2,Japan,Kyushu University,Department of Japanese Language and Literature
2007,2,France,Institut d’Études Politiques de Paris (Sciences Po),Department of International Business
2007,2,France,École Polytechnique,Department of Economics
2007,2,Belgium,Université Libre de Bruxelles,Department of Economics
2007,2,Belgium,Université Libre de Bruxelles,Department of Economics
2007,2,US,University of California,Department of Finance
2007,2,US,University of California,Department of Biochemical Science and Technology
2007,2,US,University of California,Department of Finance
2007,2,US,University of California,Department of International Business
2007,2,US,University of California,Department of Political Science
2007,2,US,University of California,Department of Medicine
2007,2,US,University of California,Department of Horticultural Science
2007,2,US,University of California,Department of International Business
2007,2,US,The California State University (CSU),Department of Foreign Languages and Literatures
2007,2,US,The California State University (CSU),Department of International Business
2007,2,US,The California State University (CSU),Department of Chinese Literature
2007,2,Japan,Hokkaido University,Department of Library and Information Science
2007,2,Japan,Hokkaido University,Department of International Business
2007,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2007,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2007,2,Germany,Karlsruhe Institute of Technology,Department of Foreign Languages and Literatures
2007,2,Germany,Karlsruhe Institute of Technology,Department of Political Science
2007,2,Germany,Karlsruhe Institute of Technology,Department of Chinese Literature
2007,2,US,University of Illinois at Chicago (UIC),Department of Psychology
2007,2,Germany,TU Dortmund University,Department of Physics
2007,2,Germany,TU Dortmund University,Department of History
2007,2,Japan,Waseda University,Department of Japanese Language and Literature
2007,2,Japan,Waseda University,Department of Japanese Language and Literature
2007,2,Canada,Simon Fraser University (SFU),Department of Foreign Languages and Literatures
2007,2,Canada,Simon Fraser University (SFU),Department of Mechanical Engineering
2007,2,Germany,University of Tubingen,Department of Foreign Languages and Literatures
2007,2,Germany,University of Tubingen,Department of Political Science
2007,2,US,Arizona State University,Department of Foreign Languages and Literatures
2007,2,US,Arizona State University,Department of Psychology
2007,2,Japan,Kyoto University,Department of Pharmacy
2007,2,Japan,Kyoto University,Department of Japanese Language and Literature
2007,2,France,University Jean Moulin - Lyon 3,Department of Physics
2007,2,France,University Jean Moulin - Lyon 3,Department of Mechanical Engineering
2007,2,France,University Jean Moulin - Lyon 3,Department of Atmospheric Sciences
2007,2,Japan,Meiji University,Department of Japanese Language and Literature
2007,2,Japan,Tohoku University,Department of Japanese Language and Literature
2007,2,Japan,Tohoku University,Department of Computer Science and Information Engineering
2007,2,Japan,Tohoku University,Department of Finance
2007,2,Japan,Tokyo University of Foreign Studies,Department of History
2007,2,Japan,Tokyo University of Foreign Studies,Department of Foreign Languages and Literatures
2007,2,Japan,Tokyo Gakugei University,Department of Business Administration
2007,2,Japan,Tokyo Gakugei University,Department of Economics
2007,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2007,2,Austria,Johannes Kepler University of Linz,Department of Geography
2007,2,Austria,Johannes Kepler University of Linz,Department of Accounting
2007,2,Austria,Johannes Kepler University of Linz,Department of Japanese Language and Literature
2007,2,Austria,Johannes Kepler University of Linz,Department of International Business
2007,2,Germany,University of Bonn,Department of Foreign Languages and Literatures
2007,2,UK,University of Southampton,Department of Foreign Languages and Literatures
2007,2,Germany,Free University of Berlin,Department of Law
2007,2,France,University Grenoble Alpes (UGA),Department of Physics
2007,2,South Korea,Seoul National University,Department of Political Science
2007,2,Hong Kong,The Chinese University of Hong Kong,Department of Political Science
2007,2,Hong Kong,The Chinese University of Hong Kong,Department of Nursing
2007,1,Hong Kong,The Chinese University of Hong Kong,Department of Political Science
2007,2,Hong Kong,City University of Hong Kong,Department of Economics
2007,1,Hong Kong,City University of Hong Kong,Department of Sociology
2007,1,Hong Kong,City University of Hong Kong,Department of Chemical Engineering
2007,2,Denmark,University of Copenhagen,Department of Finance
2007,2,Australia,Griffith University,Department of Finance
2007,2,Germany,Heidelberg University,Department of Foreign Languages and Literatures
2007,2,Germany,Heidelberg University,Department of Electrical Engineering
2007,2,Netherlands,Utrecht University,Department of Sociology
2007,2,Netherlands,Utrecht University,Department of Political Science
2007,2,Japan,University of the Ryukyus,Department of Japanese Language and Literature
2007,2,Japan,University of the Ryukyus,Department of Electrical Engineering
2007,2,Japan,University of the Ryukyus,Department of Foreign Languages and Literatures
2007,2,US,University of Maryland (UMD),Department of Finance
2007,2,US,University of Maryland (UMD),Department of Foreign Languages and Literatures
2007,2,Australia,Macquarie University,Department of Life Science
2007,2,Netherlands,Maastricht University,Department of International Business
2007,2,Netherlands,Maastricht University,Department of Economics
2007,2,Netherlands,Maastricht University,Department of Economics
2007,2,Netherlands,Maastricht University,Department of International Business
2007,2,Japan,Akita International University,Department of International Business
2007,2,Japan,Akita International University,Department of Japanese Language and Literature
2007,2,Japan,Akita International University,Department of Japanese Language and Literature
2007,2,Japan,Akita International University,Department of International Business
2007,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of Business Administration
2007,2,Ireland,"Trinity College Dublin, The University of Dublin",Department of Psychology
2007,2,Japan,Soka University,Department of Japanese Language and Literature
2007,2,US,University of Georgia,Department of International Business
2007,2,US,University of Georgia,Department of Psychology
2007,2,US,University of Georgia,Department of Finance
2007,2,US,University of Georgia,Department of Business Administration
2007,2,US,University of Georgia,Department of Finance
2007,2,Sweden,Stockholm University,Department of Finance
2007,2,Sweden,Stockholm University,Department of Foreign Languages and Literatures
2007,2,Chile,Pontificia Universidad Católica de Chile,Department of Animal Science and Technology
2007,2,Chile,Pontificia Universidad Católica de Chile,Department of Plant Pathology and Microbiology
2007,2,Netherlands,Leiden University,Department of Mechanical Engineering
2007,2,Netherlands,Leiden University,Department of Foreign Languages and Literatures
2007,2,Sweden,Lund University,Department of Foreign Languages and Literatures
2007,2,US,University of Oregon,Department of Finance
2007,1,Singapore,National University of Singapore,Department of Agricultural Economics
2007,1,Singapore,National University of Singapore,Department of Economics
2007,2,Singapore,Singapore Management University,Department of Business Administration
2007,2,Singapore,Singapore Management University,Department of Economics
2007,2,Singapore,Singapore Management University,Department of Business Administration
2007,2,Singapore,Singapore Management University,Department of Business Administration
2007,2,Australia,The University of New South Wales,Department of Finance
2007,2,Canada,University of Waterloo,Department of Civil Engineering
2007,2,Canada,University of Waterloo,Department of Electrical Engineering
2007,2,Switzerland,University of St. Gallen,Department of Political Science
2007,2,Switzerland,University of St. Gallen,Department of Life Science
2007,2,Netherlands,University of Groningen,Department of Foreign Languages and Literatures
2007,2,Canada,University of Victoria,Department of Life Science
2007,1,Mongolia,National University of Mongolia,Department of History
2007,2,US,University of Pennsylvania,Department of Animal Science and Technology
2007,2,Finland,University of Helsinki,Department of Bio-Industry Communication and Development
2007,2,Japan,Keio University,Department of Japanese Language and Literature
2007,2,Japan,Keio University,Department of Japanese Language and Literature
2007,2,Australia,The University of Melbourne,Department of Foreign Languages and Literatures
2007,2,Australia,The Australian National University,Department of International Business
2007,2,Sweden,Umeå University,Department of Social Work
2007,2,Sweden,Umeå University,Department of Life Science
2007,2,Sweden,Umeå University,Department of Business Administration
2007,2,Japan,Kansai University,Department of Japanese Language and Literature
2007,2,Japan,Kansai University,Department of Japanese Language and Literature
2007,2,Denmark,University of Copenhagen,Department of Political Science
2006,2,Japan,Kyushu University,Department of Law
2006,2,Japan,Kyushu University,Department of Finance
2006,2,Belgium,Université Libre de Bruxelles,Department of Finance
2006,2,US,University of California,Department of Computer Science and Information Engineering
2006,2,US,University of California,Department of International Business
2006,2,US,University of California,Department of Foreign Languages and Literatures
2006,2,US,University of California,Department of Mathematics
2006,2,US,University of California,Department of Bio-Industry Communication and Development
2006,2,US,University of California,Department of Information Management
2006,2,US,University of California,Department of Electrical Engineering
2006,2,US,University of California,Department of Materials Science and Engineering
2006,2,US,The California State University (CSU),Department of Bio-industrial Mechatronics Engineering
2006,2,US,The California State University (CSU),Department of Accounting
2006,2,US,The California State University (CSU),Department of Foreign Languages and Literatures
2006,2,Japan,Hokkaido University,Department of Japanese Language and Literature
2006,2,Japan,Hokkaido University,Department of Foreign Languages and Literatures
2006,2,Japan,Hokkaido University,Department of Political Science
2006,2,Japan,Hokkaido University,Department of Law
2006,2,Germany,Karlsruhe Institute of Technology,Department of Library and Information Science
2006,2,Canada,University of Toronto,Department of Physics
2006,2,Germany,TU Dortmund University,Department of Foreign Languages and Literatures
2006,2,Japan,Waseda University,Department of Japanese Language and Literature
2006,1,Japan,Waseda University,Department of Political Science
2006,2,Canada,Simon Fraser University (SFU),Department of Political Science
2006,2,Canada,Simon Fraser University (SFU),Department of Psychology
2006,2,Japan,Kyoto University,Department of Bio-industrial Mechatronics Engineering
2006,2,France,University Jean Moulin - Lyon 3,Department of International Business
2006,2,France,University Jean Moulin - Lyon 3,Department of Foreign Languages and Literatures
2006,2,France,University Jean Moulin - Lyon 3,Department of Finance
2006,2,Japan,Meiji University,Department of Japanese Language and Literature
2006,2,Japan,Tohoku University,Department of Materials Science and Engineering
2006,2,Japan,Tohoku University,Department of Japanese Language and Literature
2006,2,Japan,Tokyo University of Foreign Studies,Department of Foreign Languages and Literatures
2006,2,Japan,Tokyo University of Foreign Studies,Department of Japanese Language and Literature
2006,2,Japan,Tokyo Gakugei University,Department of Civil Engineering
2006,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2006,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2006,2,Japan,Tokyo Gakugei University,Department of Japanese Language and Literature
2006,2,Japan,Tokyo Gakugei University,Department of Foreign Languages and Literatures
2006,2,Austria,Johannes Kepler University of Linz,Department of Psychology
2006,2,Austria,Johannes Kepler University of Linz,Department of Economics
2006,2,Austria,Johannes Kepler University of Linz,Department of Foreign Languages and Literatures
2006,2,Austria,Johannes Kepler University of Linz,Department of Forestry and Resource Conservation
2006,2,UK,University of Southampton,Department of Foreign Languages and Literatures
2006,1,Singapore,Nanyang Technological University,Department of International Business
2006,1,Singapore,Nanyang Technological University,Department of Materials Science and Engineering
2006,2,France,University Grenoble Alpes (UGA),Department of Electrical Engineering
2006,2,Canada,The University of British Columbia (UBC),Department of Psychology
2006,2,Canada,The University of British Columbia (UBC),Department of Foreign Languages and Literatures
2006,2,Hong Kong,The Chinese University of Hong Kong,Department of Foreign Languages and Literatures
2006,2,Hong Kong,The Chinese University of Hong Kong,Department of History
2006,1,Hong Kong,The Chinese University of Hong Kong,Department of Law
2006,2,Denmark,University of Copenhagen,Department of Foreign Languages and Literatures
2006,2,Denmark,University of Copenhagen,Department of Finance
2006,1,South Korea,Pohang University of Science and Technology (POSTECH),Department of Psychology
2006,1,South Korea,Pohang University of Science and Technology (POSTECH),Department of Chemistry
2006,2,Germany,Heidelberg University,Department of Horticultural Science
2006,2,Germany,Heidelberg University,Department of Foreign Languages and Literatures
2006,2,Germany,Heidelberg University,Department of Political Science
2006,2,Japan,University of the Ryukyus,Department of Business Administration
2006,2,Japan,University of the Ryukyus,Department of Foreign Languages and Literatures
2006,2,Japan,University of the Ryukyus,Department of Japanese Language and Literature
2006,2,Japan,University of the Ryukyus,Department of Japanese Language and Literature
2006,2,US,University of Maryland (UMD),Department of International Business
2006,2,US,University of Maryland (UMD),Department of Foreign Languages and Literatures
2006,2,Australia,Macquarie University,Department of International Business
2006,2,France,École Polytechnique,Department of Electrical Engineering
